title,url,hint,hint_reasons,tags,description,keep,notes
Afraid of God,https://untitledscript99.itch.io/afraid-of-god,?,,,"After the destruction of the heavens, Nell awakens as the newest Vessel. Her task is to find and defeat the Angel that hinders her ascension, and rebuild what was lost several years before her arrival. Unfortunately, the horrible secrets of the past survived, and God is missing. The game ranges from 4-6 hours and features the ability to save anywhere. It also features a questionnaire at the beginning of the game as well as secret endings. Content warnings, blood, and flashing imagery can be enab",,
Air Supply SOS,https://quantumsheep.itch.io/air-supply-sos,?,,,"The Mothersheep needs your help! The Time Travel Clothing Company is stealing wool from kidnapped Quantum Sheep! The Mothersheep is sending out an SOS to any hero willing to undertake the challenge â âSave Our Sheepâ! Fly around with your jetpack rescuing sheep and putting them in your rocket! Aliens, UFOs, Bosses and a multitude of other hazards are out to stop you and donât forget to keep an eye on your dwindling Air Supply! Controls: * Left/Right arrows - move left and right. * Up Arr",,
Akuto Showdown,https://hut90.itch.io/akuto-showdown,KEEP,+violence,,"FAST-PACED ARENA ACTION Akuto: Showdown (previously known as Akuto: Mad World) is an award-nominated, isometric, fast-paced action game where players compete with swords and guns in intense versus matches. The game is set on low poly, diorama arenas where players have to not only watch out for opponents, but also for the environment from killing them. FEATURES Enjoy the intensity and fun of classic couch party games, but with more violence A wide range of dynamic levels with environmental hazard",,
Alchemist's Castle,https://kabukgames.itch.io/alchemists-castle,?,,,"Discovering the philosopher's stone turned the wise and kind alchemist into a power hungry, selfish tyrant. Task of stopping him falls upon you, the former apprintice of the alchemist. Discover the secrets of the Alchemist's Castle, survive and destroy the philosopher's stone! Alchemists's Castle is a 2D side - scroller platformer, inspired by old - school Metroid and Castlevania games. Coming soon to PC, Mac and Linux Key Features Non-linear exploration Old-school metroidvania experience Intrig",,
Ale & Aftercare,https://tecnokids9-2020.itch.io/ale-dino,?,,,,,
Alfal's Grove,https://develnoche12.itch.io/the-night-aventures,KEEP,"+dark,adventure game",,"ð® The Night Adventureâs [Alpha] The Night Adventureâs is a 2D indie adventure game set in a mysterious night world full of dangers ð Explore dark environments, survive enemy encounters, and move carefully — the night is always watching you. This game focuses on atmosphere, exploration, and challenge, inspired by classic indie adventure games. â¨ Features: ð Dark and immersive night atmosphere ð¹ï¸ Simple controls, challenging gameplay ð¾ Enemies and hazards ð¨ Indie 2D / pix",,
Alien Life Lab,https://devy-games.itch.io/alienlifelab,KEEP,+creature,,"Become an Alien Wildlife Control Specialist in this Horromedy Adventure! As a wildlife control specialist at Alien Life Lab, Giedi must utilize her arsenal of futuristic stun weapons to capture the elusive alien creatures that roam the station. Giedi uncovers secrets, solves puzzles, and faces thrilling challenges in a bid to bring order to the station. Sci-Fi Pistol, Shotgun, Club & Flashlight. Physics based bullets and gimmicks. XBox Game Pad Recommended.",,
Alien Scumbags,https://landondevelops.itch.io/last-creature-standing,KEEP,+creature,,"Submission for the GameDev.tv Game Jam: Last Creature Standing: The Scumbag Alien Invasion. Fight off hordes of scumbag aliens in an endless wave, bullet-hell, roguelike. Possess a different enemy each wave and use their special ability. Fight powerful boss and, if you win, possess them too. Controls: WASD to move Mouse to aim/shoot Spacebar to use special ability Escape to pause",,
All Haze Eve,https://xrrawva.itch.io/all-haze-eve,KEEP,+adventure game,,"A slow-paced adventure game where you follow a mysterious Halloween invitation into the monster-filled night. The instructions say knock, ask, trick and take. What could possibly go wrong? Features All original content Mysterious atmosphere and story No jump-scares Accessibility Color Vision: Optional Hearing: Optional Quick Reactions: Optional Reading: Required Input (Fixed): Keyboard, keyboard&mouse or 2-analog-stick controller Trailer System and License Requirements",,
All You Can Eat,https://gamechuck.itch.io/allyoucaneat,KEEP,+dark,,"Story Take control of a modern hero of our times, a man so lazy he decided to quit his job and just spend his life inside an All-you-can-eat diner. As years go by, his freeloading nature becomes legend, but then a tragedy occurs - the diner is about to close down! Will our hero finally settle down and get a regular job? Never!!! Embark on an epic quest filled 
with humor, puns and controversy as you traverse the city in search of a
 solution to your life's problems. Memorable characters 
incl",,
Ambidangerous,https://pabischoff.itch.io/ambidangerous,KEEP,"+violent,death,monsters",,"Ambidangerous is a top-down shooter that puts your ambidexterity to the test. Simultaneously control two elite soldiers as you fight your way through four randomized areas, five unique bosses, and a dozen enemy types. Take the challenge alone or share the controller with a friend for co-op play. You play as Amy and Dexter, two elite soldiers on a mission to rescue the rest of their unit after crash landing on a remote island research facility. A strange aura emanating from the island has turned ",,
An Airport Game,https://akonig513.itch.io/an-airport-game,?,,,"In this top down RPG, your objective is to make your flight on time. You've got an hour to check a bag, get through TSA, and make it to your gate before your flight leaves. But be ready, because every possible fear you've ever had about air travel is about to happen to you!",,
An American Werewolf in LA (EN),https://playmedusa.itch.io/american-werewolf-en,KEEP,"+violence,monsters",,"You are a werewolf. But there are monsters worse than you in Hellâs Creek. NÂº of players: 1-2 Genre: Beatâmâup Features: Spiritual successor to the 80s classic âAn American Werewolf in Londonâ. A tribute to genre references John Landis , Paul Naschy and Rick Baker . A frenetic arcade action videogame like classic arcades. Five levels of pure arcade action. More than 10 different enemies to defeat. Local multiplayer for two players. Gratuitous violence. Play it for free in the Isla Cal",,
An Outcry,https://quinnk.itch.io/an-outcry,MIXED,"+horror,gore,death,anxiety,abuse -rpg maker",,"On the fourth floor of an apartment complex in Vienna, five people lead their lonely lives. Behind door #3 lives the Unnamed , a 25-year-old shut-in: A smoker, interested in bikes, books and music, in the grip of heavy anxiety and poverty. By complete chance, the Unnamed would lock themself out of their apartment one fateful night, and be placed in your hands. The night of the 14th of October 2017 was no ordinary night- A heavy beating of strange wings filled the air with the scent of smoke, and",,
Anarcute,https://plugindigital.itch.io/anarcute,REMOVE,"-cute,adorable",,"Anarcute is a rampaging riot simulator, combining adorable aesthetics with huge-scale chaos, colourful destruction and crowd-beat'em all gameplay! â¤ Lead the cute revolution Take control of a crowd of rioters, each one being cuter than the other. Fight the evil forces that took control over the great capitals all over the world and restore peace. â¤ The city is your sandbox Use the city to your advantage. Take whatever you can put your hands on and throw it at the police. Cones, street lamps ",,
And All Would Cry Beware!,https://malec2b.itch.io/and-all-would-cry-beware,KEEP,+fps,,"Pursued through the ruined streets of Los Angeles, harried by a roving Kill Gang, perhaps it was simple survival instinct that drove you to seek shelter. But perhaps it was Fate which drove you to seek shelter in the offices of Wayfarer Inc. In their subterranean laboratories, you discover a machine which opens up a portal to another world. Wayfarer had just had enough time to send one expedition thought the gate before they had evacuated. Seeking escape from the Kill Gang beating down the doors",,
